City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,port lincoln,-34.7333,135.8667,12.45,74,51,7.18,AU,1686516294
363,dickinson,29.4608,-95.0513,36.68,60,40,4.12,US,1686516294
364,myanaung,18.2833,95.3167,27.55,73,67,3.51,MM,1686516295
365,thunder bay,48.4001,-89.3168,18.99,24,20,5.14,CA,1686516000
366,delcevo,41.9672,22.7694,14.93,91,96,0.8,MK,1686516295
367,jennings,38.7192,-90.2604,19.5,88,100,6.17,US,1686516105
368,isabela,6.7085,121.9711,26.09,87,100,1.85,PH,1686516295
369,hafar al-batin,28.4328,45.9708,36.32,13,0,4.12,SA,1686516295
370,lehighton,40.8337,-75.7138,30.31,33,40,1.79,US,1686516295
371,bijie,27.3125,105.2942,15.32,80,100,1.29,CN,1686516296
372,kirgiz-miyaki,53.6324,54.7979,9.9,57,100,5.55,RU,1686516296
373,arraial do cabo,-22.9661,-42.0278,24.98,78,0,2.57,BR,1686516296
374,sola,-13.8833,167.55,26.22,77,60,10.16,VU,1686516296
375,bardsir,29.9227,56.5743,21.31,39,83,3.04,IR,1686516296
376,backo gradiste,45.5328,20.0283,16.99,95,100,2.12,RS,1686516296
377,turpan,42.9333,89.1667,35.33,14,8,2.92,CN,1686516296
378,taulaga,-11.0553,-171.0883,28.61,77,78,7.69,AS,1686516296
379,ampanihy,-24.7,44.75,16.74,91,0,2.35,MG,1686516297
380,ghanzi,-21.5667,21.7833,18.33,21,0,2.88,BW,1686516297
381,cassia,-20.5831,-46.9219,19.98,57,3,1.99,BR,1686516297
382,mormugao,15.4,73.8,28.04,80,54,6.51,IN,1686516297
383,manismata,-2.4667,111.0333,23.53,100,99,1.1,ID,1686516297
384,lyozna,55.0249,30.7956,7.87,65,0,3.58,BY,1686516297
385,salalah,17.0151,54.0924,30.05,79,75,3.09,OM,1686516297
386,belaya kholunitsa,58.84,50.8528,3.92,79,8,2.11,RU,1686516297
387,illizi,26.4833,8.4667,37.89,10,0,4.26,DZ,1686516297
388,plesetsk,62.708,40.2916,6.93,77,67,2.34,RU,1686516297
389,bubaque,11.2833,-15.8333,27.79,80,89,7.23,GW,1686516298
390,grand baie,-20.0182,57.5802,24.26,80,21,0.45,MU,1686516298
391,ulladulla,-35.35,150.4667,8.54,67,47,2.32,AU,1686516298
392,portland,45.5234,-122.6762,28.1,52,20,6.69,US,1686516092
393,sisimiut,66.9395,-53.6735,2.94,90,81,9.16,GL,1686516298
394,miyoshi,35.0833,137.0667,21.55,94,100,1.0,JP,1686516298
395,vorkuta,67.5,64.0,0.35,81,100,8.52,RU,1686516298
396,al ain city,24.1917,55.7606,34.79,29,0,4.63,AE,1686516298
397,kodiak,57.79,-152.4072,8.73,81,100,6.17,US,1686516298
398,el bauga,18.262,33.9081,34.52,26,14,1.4,SD,1686516299
399,zhaotong,27.3167,103.7167,11.86,93,100,0.9,CN,1686516299
400,grajau,-5.8194,-46.1386,28.33,58,87,0.83,BR,1686516299
401,smithers,54.7804,-127.1743,22.18,28,20,3.6,CA,1686516299
402,usinsk,65.9939,57.5281,-0.13,89,12,4.33,RU,1686516299
403,grenada,37.1882,-3.6067,24.2,47,20,2.57,ES,1686516299
404,cockburn town,21.4612,-71.1419,28.24,82,4,6.61,TC,1686516222
405,galliano,29.4422,-90.2992,34.44,55,40,5.66,US,1686516299
406,oliver,49.1831,-119.5524,23.95,50,46,4.12,CA,1686516299
407,namsos,64.4662,11.4957,12.95,94,75,2.06,NO,1686516300
408,nuuk,64.1835,-51.7216,4.34,93,100,7.2,GL,1686516300
409,zuera,41.8677,-0.7898,22.27,68,100,2.76,ES,1686516300
410,emporia,38.4039,-96.1817,23.11,64,75,6.69,US,1686516300
411,lihue,21.9789,-159.3672,27.58,72,20,6.17,US,1686516300
412,emerald,-23.5333,148.1667,13.54,81,46,2.59,AU,1686516300
413,mandal,25.45,74.5667,31.35,43,4,6.48,IN,1686516300
414,natal,-5.795,-35.2094,25.36,94,75,5.14,BR,1686516218
415,murun-kuren,49.6342,100.1625,14.45,92,100,1.55,MN,1686516301
416,port douglas,-16.4833,145.4667,21.09,84,26,2.58,AU,1686516196
417,lido di ostia,41.7321,12.2765,23.03,57,0,2.57,IT,1686516301
418,east london,-33.0153,27.9116,18.75,32,1,4.39,ZA,1686516301
419,mabaruma,8.2,-59.7833,28.0,77,15,2.51,GY,1686516301
420,vernon,50.2581,-119.2691,25.72,50,76,2.06,CA,1686516301
421,wladyslawowo,54.7909,18.4009,15.99,81,0,5.67,PL,1686516302
422,bamboo flat,11.7,92.7167,28.05,89,75,2.57,IN,1686516302
423,wynyard,-41.0,145.7167,9.99,91,90,1.81,AU,1686516302
424,mlangali,-9.7833,34.5167,11.88,84,99,2.19,TZ,1686516302
425,biltine,14.5333,20.9167,26.6,58,74,7.69,TD,1686516302
426,boguchany,58.3814,97.4531,5.79,73,0,1.69,RU,1686516303
427,jamestown,42.097,-79.2353,25.85,36,20,6.17,US,1686516258
428,kokpekty,48.75,82.4,11.32,77,0,5.87,KZ,1686516303
429,grand-lahou,5.1367,-5.0242,24.9,86,94,5.0,CI,1686516303
430,ban dan lan hoi,17.0068,99.575,26.16,78,100,3.38,TH,1686516303
431,dabeiba,7.0017,-76.2672,27.07,91,99,1.44,CO,1686516304
432,likasi,-10.9814,26.7333,15.52,53,3,1.36,CD,1686516304
433,praia da vitoria,38.7333,-27.0667,21.14,73,20,2.57,PT,1686516304
434,taro,-8.3862,115.28,23.0,94,67,0.49,ID,1686516304
435,chernogorsk,53.8236,91.2842,11.76,76,0,2.0,RU,1686516305
436,kappeln,54.6612,9.9313,15.95,81,6,7.5,DE,1686516305
437,k'olito,7.3167,38.0833,16.28,89,100,1.62,ET,1686516305
438,neyriz,29.1988,54.3278,25.65,23,5,1.33,IR,1686516305
439,chonchi,-42.6128,-73.8092,9.56,88,95,2.12,CL,1686516184
440,zaragoza,41.6561,-0.8773,22.79,64,20,1.03,ES,1686516225
441,floro,61.5996,5.0328,17.04,58,0,3.09,NO,1686516306
442,moussoro,13.6408,16.4901,32.48,40,27,2.89,TD,1686516306
443,las heras,-46.5419,-68.9359,4.34,56,3,3.83,AR,1686516036
444,formiga,-20.4644,-45.4264,18.92,57,2,0.84,BR,1686516306
445,waat,51.1454,6.4958,24.36,52,6,2.57,DE,1686516307
446,qobustan,40.0824,49.412,24.4,70,5,1.28,AZ,1686516307
447,lagoa,39.05,-27.9833,18.18,80,76,6.51,PT,1686516307
448,alipur,29.3846,70.9116,37.79,24,0,7.19,PK,1686516307
449,nueva gerona,21.8833,-82.8,30.97,63,32,5.53,CU,1686516307
450,alesund,62.4723,6.1549,18.28,67,0,1.03,NO,1686516307
451,egilsstadir,65.2653,-14.3948,17.95,32,0,6.17,IS,1686516308
452,castillos,-34.1667,-53.8333,8.6,68,28,4.17,UY,1686516308
453,yeppoon,-23.1333,150.7333,15.88,92,48,3.71,AU,1686516308
454,atafu village,-8.5421,-172.5159,28.96,74,100,7.4,TK,1686516308
455,balboa,2.0396,-77.2168,23.66,68,88,1.83,CO,1686516308
456,filingue,14.3521,3.3168,33.33,40,13,4.24,NE,1686516308
457,ismailia,30.6043,32.2723,22.35,68,11,1.87,EG,1686516308
458,okha,53.5739,142.9478,7.01,90,97,2.79,RU,1686516309
459,makhambet,47.6667,51.5833,28.12,21,99,4.71,KZ,1686516309
460,tsiombe,-25.3,45.4833,17.59,85,0,1.38,MG,1686516186
461,masterton,-40.9597,175.6575,6.79,91,46,0.51,NZ,1686516152
462,oroquieta,8.4858,123.8044,24.52,89,95,2.44,PH,1686516309
463,sumy,50.9216,34.8003,11.41,84,100,6.4,UA,1686516310
464,petrolina,-9.3986,-40.5008,30.03,51,20,5.14,BR,1686516310
465,tamanrasset,22.785,5.5228,24.95,44,40,4.63,DZ,1686516310
466,lulea,65.5842,22.1547,15.04,51,0,2.06,SE,1686516310
467,quellon,-43.1167,-73.6167,9.14,81,75,4.12,CL,1686516310
468,ca mau,9.1769,105.15,26.12,87,81,2.2,VN,1686516018
469,yerofey pavlovich,53.9667,121.9667,15.88,66,98,0.96,RU,1686516310
470,arcelia,18.2833,-100.2667,40.69,22,14,2.64,MX,1686516311
471,heilbron,-27.2812,27.9709,9.16,21,0,2.39,ZA,1686516311
472,piti village,13.4626,144.6933,28.03,90,0,3.09,GU,1686516311
473,mariinsk,56.2139,87.7472,6.54,68,0,2.32,RU,1686516311
474,benguela,-12.5763,13.4055,21.36,83,76,0.55,AO,1686516311
475,baiti,13.745,-14.7482,37.69,24,7,2.87,SN,1686516311
476,kingston,17.997,-76.7936,32.36,70,20,9.26,JM,1686516207
477,mersa matruh,31.3525,27.2453,21.93,71,17,3.02,EG,1686516312
478,greenville,35.6127,-77.3663,30.09,46,75,6.17,US,1686516076
479,tangkak,2.2673,102.5453,26.93,90,95,0.67,MY,1686516312
480,san mariano,7.5,126.0,22.18,92,68,1.36,PH,1686516312
481,oppdal,62.5943,9.6912,12.67,82,98,1.81,NO,1686516312
482,kichmengskiy gorodok,59.9816,45.7854,3.75,78,12,1.1,RU,1686516312
483,kolpny,52.2282,37.0368,12.95,56,100,7.55,RU,1686516312
484,biloela,-24.4167,150.5,12.63,90,1,1.56,AU,1686516313
485,flin flon,54.7682,-101.865,25.91,34,0,5.66,CA,1686516313
486,songea,-10.6833,35.65,18.64,72,20,0.0,TZ,1686516313
487,chui,-33.6971,-53.4616,9.63,57,44,3.64,UY,1686516313
488,richards bay,-28.783,32.0377,18.16,82,0,5.02,ZA,1686516313
489,les cayes,18.2,-73.75,29.25,69,5,4.18,HT,1686516313
490,chita,52.0333,113.55,5.94,87,8,0.0,RU,1686516313
491,villa zempoala,19.45,-96.4167,33.84,63,15,4.74,MX,1686516313
492,tekirova,36.5017,30.5272,22.21,85,100,2.03,TR,1686516314
493,amursk,50.2261,136.8994,14.21,96,71,1.8,RU,1686516314
494,troitskoye,52.9821,84.6757,10.89,95,1,2.42,RU,1686516314
495,tshabong,-26.05,22.45,17.03,21,47,4.21,BW,1686516314
496,lata,40.1629,-8.3327,15.89,87,100,0.88,PT,1686516314
497,ilave,-16.0833,-69.6667,12.56,23,1,3.6,PE,1686516314
498,mawu,29.5923,107.3139,21.37,73,100,1.81,CN,1686516315
499,juan de ayolas,-27.4,-56.9,12.9,45,99,4.73,PY,1686516315
500,dergachi,51.2328,48.7659,15.37,53,100,9.07,RU,1686516315
501,sitia,35.2,26.0986,23.32,77,0,2.35,GR,1686516315
502,monte carmelo,-18.7247,-47.4986,21.44,44,0,0.7,BR,1686516315
503,tokonou,9.65,-9.7833,22.97,91,71,1.91,GN,1686516316
504,ketchikan,55.3422,-131.6461,16.25,59,100,1.32,US,1686516316
505,guaranda,-1.6,-79.0,14.87,97,79,2.13,EC,1686516257
506,along,28.1667,94.7667,22.9,100,100,0.36,IN,1686516316
507,yonggwang-up,40.0183,127.4547,15.45,89,87,1.72,KP,1686516316
508,kenora,49.8167,-94.4337,23.54,33,40,3.09,CA,1686516317
509,berdigestyakh,62.0989,126.6992,14.99,92,100,3.51,RU,1686516317
510,haiku-pauwela,20.9219,-156.3051,29.01,45,20,7.72,US,1686516317
511,kondopoga,62.2057,34.2614,12.82,57,100,3.5,RU,1686516317
512,nikolayevsk-on-amure,53.1406,140.73,6.48,98,100,0.9,RU,1686516317
513,sirte,31.2089,16.5887,22.7,77,2,9.15,LY,1686516317
514,saint-joseph,-21.3667,55.6167,22.21,80,19,3.07,RE,1686516318
515,extrema,-22.8547,-46.3183,16.41,76,2,1.98,BR,1686516318
516,itamaraca,-7.7478,-34.8256,25.03,88,24,3.69,BR,1686516318
517,glen innes,-29.7333,151.7333,4.79,94,98,1.12,AU,1686516318
518,burang,30.25,81.1667,4.42,88,46,2.0,CN,1686516318
519,whakatane,-37.9585,176.9854,10.43,76,3,2.68,NZ,1686516318
520,zeya,53.75,127.2667,19.48,66,25,0.53,RU,1686516318
521,gubkinskiy,64.434,76.5026,7.8,81,88,3.78,RU,1686516126
522,brak,27.5496,14.2714,34.89,15,20,2.69,LY,1686516319
523,kristiansund,63.1115,7.732,16.03,63,0,1.54,NO,1686516319
524,sorong,-0.8833,131.25,24.63,87,100,3.48,ID,1686516319
525,ciudad lazaro cardenas,17.9583,-102.2,30.97,53,1,4.85,MX,1686516319
526,ta`u,-14.2336,-169.5144,27.51,79,15,6.38,AS,1686516319
527,crucecita,-28.95,-58.9833,10.52,51,8,2.74,AR,1686516319
528,tazacorte,28.629,-17.9293,23.54,93,20,1.03,ES,1686516320
529,bossangoa,6.4926,17.4552,24.95,73,99,0.7,CF,1686516320
530,lillehammer,61.1146,10.4674,13.65,59,46,2.38,NO,1686516320
531,el porvenir,13.7617,-87.3458,32.63,57,100,1.78,HN,1686516320
532,fort frances,48.5999,-93.4003,24.53,35,40,4.12,CA,1686516320
533,sampit,-2.5333,112.95,23.46,99,83,1.01,ID,1686516320
534,lahad datu,5.0268,118.327,24.54,91,92,0.99,MY,1686516320
535,uttar char fasson,22.2332,90.7132,28.99,87,100,7.8,BD,1686516321
536,cascavel,-24.9558,-53.4553,16.78,100,75,1.54,BR,1686516096
537,manggar,-2.8833,108.2667,27.94,80,86,6.08,ID,1686516321
538,tofol,5.3248,163.0078,28.92,76,49,9.42,FM,1686516321
539,brookings,44.3114,-96.7984,20.62,47,0,5.66,US,1686516301
540,sabzevar,36.2126,57.6819,26.55,17,95,3.62,IR,1686516321
541,searcy,35.2506,-91.7363,32.77,51,0,5.14,US,1686516321
542,kourou,5.1552,-52.6478,25.03,79,18,3.05,GF,1686516322
543,prince albert,53.2001,-105.7677,26.97,34,75,8.23,CA,1686516322
544,el granada,37.5027,-122.4694,26.35,75,100,4.12,US,1686516322
545,sos'va,59.1766,61.8558,4.11,71,2,3.64,RU,1686516322
546,ebaye,8.7748,167.7392,28.01,78,40,8.23,MH,1686516322
547,sinjar,36.3209,41.8754,29.16,24,1,3.34,IQ,1686516322
548,wulingyuan,29.3494,110.5441,21.28,84,100,0.89,CN,1686516322
549,velikiy ustyug,60.7644,46.3106,4.15,79,54,1.2,RU,1686516322
550,prachuap khiri khan,12.2167,99.75,27.05,85,100,2.44,TH,1686516323
551,bodo,67.28,14.405,9.41,98,75,4.63,NO,1686516323
552,faya-largeau,17.9257,19.1043,35.08,34,64,4.92,TD,1686516323
553,alofi,-19.0595,-169.9187,23.94,94,75,3.6,NU,1686516323
554,malkara,40.89,26.9011,15.93,75,100,2.58,TR,1686516323
555,coquimbo,-29.9533,-71.3436,14.85,62,0,6.17,CL,1686516323
556,le port,-20.9373,55.2919,23.0,93,7,2.59,RE,1686516324
557,protaras,35.0125,34.0583,24.43,90,26,0.45,CY,1686516324
558,karaidel',55.8337,56.9069,4.45,79,88,1.09,RU,1686516127
559,bikenibeu village,1.3673,173.1241,28.98,79,75,2.06,KI,1686516324
560,baotou,40.6522,109.8222,17.14,45,19,3.42,CN,1686516324
561,tucuma,-0.1833,-50.05,26.22,88,7,2.48,BR,1686516324
562,rudnichnyy,59.617,52.4703,2.86,74,43,2.16,RU,1686516324
563,rikaze,29.25,88.8833,11.49,65,100,1.66,CN,1686516324
564,miura,35.14,139.6192,20.99,93,100,2.5,JP,1686516325
565,ust'-ilimsk,58.0006,102.6619,5.37,90,0,1.68,RU,1686516325
566,barcelos,41.5388,-8.6151,19.08,92,96,1.08,PT,1686516325
567,arno,60.1167,18.6333,11.55,67,0,4.46,SE,1686516325
568,nyurba,63.2842,118.3319,6.58,61,80,4.47,RU,1686516325
569,gambiran satu,-8.3939,114.1464,22.24,98,84,0.57,ID,1686516325
570,nishinoomote,30.7333,131.0,23.08,96,100,8.6,JP,1686516325
571,bonthe,7.5264,-12.505,25.61,88,100,2.42,SL,1686516326
572,norilsk,69.3535,88.2027,9.68,61,100,4.85,RU,1686516326
573,taksimo,56.3444,114.8794,18.42,79,52,1.55,RU,1686516326
574,nassau,40.7507,-73.5829,27.81,67,0,4.12,US,1686516125
575,buta,2.7858,24.73,23.61,77,93,1.69,CD,1686516326
576,kirkland lake,48.1446,-80.0377,9.16,93,96,2.06,CA,1686516326
577,noosa heads,-26.3833,153.15,16.85,99,91,2.83,AU,1686516327
578,bakau,13.4781,-16.6819,28.08,78,0,4.12,GM,1686516327
579,glace bay,46.1969,-59.957,17.81,78,75,8.75,CA,1686516327
580,trapani,37.8333,12.6667,21.26,83,20,2.06,IT,1686516327
581,tubarjal,30.4999,38.216,27.33,27,3,10.0,SA,1686516327
582,kolonia town,6.964,158.206,28.0,83,100,2.57,FM,1686516327
